VALUE,A_1_PEPE_M,A_2_PEPE_M,A_3_PEPE_M,A_4_PEPE_M,A_5_PEPE_M,A_6_PEPE_M,A_7_PEPE_M,A_8_PEPE_M,A_9_PEPE_M,A_10_PEPE_,A_11_PEPE_,A_12_PEPE_,A_13_PEPE_,A_14_PEPE_,A_15_PEPE_,A_16_PEPE_,A_17_PEPE_,A_18_PEPE_,A_19_PEPE_,A_20_PEPE_,A_21_PEPE_,A_22_PEPE_,A_23_PEPE_,A_24_PEPE_,A_25_PEPE_,A_26_PEPE_,A_27_PEPE_,A_28_PEPE_,A_29_PEPE_,A_30_PEPE_,A_31_PEPE_,A_32_PEPE_,A_33_PEPE_,A_34_PEPE_,A_35_PEPE_,A_36_PEPE_,A_37_PEPE_,A_38_PEPE_,A_39_PEPE_,A_40_PEPE_,A_41_PEPE_,A_42_PEPE_,A_43_PEPE_,A_44_PEPE_,A_45_PEPE_,A_46_PEPE_,A_47_PEPE_,A_48_PEPE_,A_49_PEPE_,A_50_PEPE_,A_51_PEPE_,A_52_PEPE_,A_53_PEPE_,A_54_PEPE_,A_55_PEPE_,A_56_PEPE_,A_57_PEPE_,A_58_PEPE_,A_59_PEPE_,A_60_PEPE_,A_61_PEPE_,A_62_PEPE_,A_63_PEPE_,A_64_PEPE_,A_65_PEPE_,A_66_PEPE_,A_67_PEPE_,A_68_PEPE_,A_69_PEPE_,A_70_PEPE_,A_71_PEPE_,A_72_PEPE_,A_73_PEPE_,A_74_PEPE_,A_75_PEPE_,A_76_PEPE_,A_77_PEPE_,A_78_PEPE_,A_79_PEPE_,A_80_PEPE_,A_81_PEPE_,A_82_PEPE_,A_83_PEPE_,A_84_PEPE_,A_85_PEPE_,A_86_PEPE_,A_1_PEPE_1,A_2_PEPE_1,A_3_PEPE_1,A_4_PEPE_1,A_5_PEPE_1,A_6_PEPE_1,A_7_PEPE_1,A_8_PEPE_1,A_9_PEPE_1,A_10_PEPE1,A_11_PEPE1,A_12_PEPE1,A_13_PEPE1,A_14_PEPE1,A_15_PEPE1,A_16_PEPE1,A_17_PEPE1,A_18_PEPE1,A_19_PEPE1,A_20_PEPE1,A_21_PEPE1,A_22_PEPE1,A_23_PEPE1,A_24_PEPE1,A_25_PEPE1,A_26_PEPE1,A_27_PEPE1,A_28_PEPE1,A_29_PEPE1,A_30_PEPE1,A_31_PEPE1,A_32_PEPE1,A_33_PEPE1,A_34_PEPE1,A_35_PEPE1,A_36_PEPE1,A_37_PEPE1,A_38_PEPE1,A_39_PEPE1,A_40_PEPE1,A_41_PEPE1,A_42_PEPE1,A_43_PEPE1,A_44_PEPE1,A_45_PEPE1,A_46_PEPE1,A_47_PEPE1,A_48_PEPE1,A_49_PEPE1,A_50_PEPE1,A_51_PEPE1,A_52_PEPE1,A_53_PEPE1,A_54_PEPE1,A_55_PEPE1,A_56_PEPE1,A_57_PEPE1,A_58_PEPE1,A_59_PEPE1,A_60_PEPE1,A_61_PEPE1,A_62_PEPE1,A_63_PEPE1,A_64_PEPE1,A_65_PEPE1,A_66_PEPE1,A_67_PEPE1,A_68_PEPE1,A_69_PEPE1,A_70_PEPE1,A_71_PEPE1,A_72_PEPE1,A_73_PEPE1,A_74_PEPE1,A_75_PEPE1,A_76_PEPE1,A_77_PEPE1,A_78_PEPE1,A_79_PEPE1,A_80_PEPE1,A_81_PEPE1,A_82_PEPE1,A_83_PEPE1,A_84_PEPE1,A_85_PEPE1,A_86_PEPE1,A_1_ERDO_M,A_2_ERDO_M,A_3_ERDO_M,A_4_ERDO_M,A_5_ERDO_M,A_6_ERDO_M,A_7_ERDO_M,A_8_ERDO_M,A_9_ERDO_M,A_10_ERDO_,A_11_ERDO_,A_12_ERDO_,A_13_ERDO_,A_14_ERDO_,A_15_ERDO_,A_16_ERDO_,A_17_ERDO_,A_18_ERDO_,A_19_ERDO_,A_20_ERDO_,A_21_ERDO_,A_22_ERDO_,A_23_ERDO_,A_24_ERDO_,A_25_ERDO_,A_26_ERDO_,A_27_ERDO_,A_28_ERDO_,A_29_ERDO_,A_30_ERDO_,A_31_ERDO_,A_32_ERDO_,A_33_ERDO_,A_34_ERDO_,A_35_ERDO_,A_36_ERDO_,A_37_ERDO_,A_38_ERDO_,A_39_ERDO_,A_40_ERDO_,A_41_ERDO_,A_42_ERDO_,A_43_ERDO_,A_44_ERDO_,A_45_ERDO_,A_46_ERDO_,A_47_ERDO_,A_48_ERDO_,A_49_ERDO_,A_50_ERDO_,A_51_ERDO_,A_52_ERDO_,A_53_ERDO_,A_54_ERDO_,A_55_ERDO_,A_56_ERDO_,A_57_ERDO_,A_58_ERDO_,A_59_ERDO_,A_60_ERDO_,A_61_ERDO_,A_62_ERDO_,A_63_ERDO_,A_64_ERDO_,A_65_ERDO_,A_66_ERDO_,A_67_ERDO_,A_68_ERDO_,A_69_ERDO_,A_70_ERDO_,A_71_ERDO_,A_72_ERDO_,A_73_ERDO_,A_74_ERDO_,A_75_ERDO_,A_76_ERDO_,A_77_ERDO_,A_78_ERDO_,A_79_ERDO_,A_80_ERDO_,A_81_ERDO_,A_82_ERDO_
11,185737.34769600000,212271.25450900000,238805.16132300000,261801.21389500000,242343.01556500000,54836.74074820000,60143.52211100000,60143.52211100000,1294854.65251000000,1556655.86640000000,1022439.87589000000,40685.32378100000,40685.32378100000,385626.11235900000,260032.28677400000,245880.86980700000,410391.09205100000,413928.94629300000,238805.16132300000,60143.52211100000,60143.52211100000,130900.60694700000,185737.34769600000,212271.25450900000,40685.32378100000,40685.32378100000,40685.32378100000,1554886.93928000000,1287778.94402000000,1025977.73013000000,54836.74074820000,642120.54489100000,520064.57354800000,521833.50066900000,505913.15658100000,49529.95938550000,76063.86619920000,208733.40026700000,127362.75270600000,122055.97134300000,152127.73239800000,205195.54602600000,215809.10875100000,221115.89011400000,235267.30708100000,176892.71209100000,440462.85310700000,332558.29873100000,321944.73600600000,252956.57829000000,431618.21750200000,433387.14462300000,435156.07174400000,435156.07174400000,429849.29038100000,245880.86980700000,238805.16132300000,261801.21389500000,40685.32378100000,40685.32378100000,40685.32378100000,574901.31429600000,606742.00247200000,574901.31429600000,477610.32264600000,461689.97855800000,1286010.01690000000,1551349.08504000000,1025977.73013000000,123824.89846400000,189275.20193700000,212271.25450900000,433387.14462300000,440462.85310700000,1469978.43748000000,123824.89846400000,212271.25450900000,86677.42892460000,401546.45644700000,171585.93072800000,198119.83754200000,237036.23420200000,189275.20193700000,194581.98330000000,118518.11710100000,433387.14462300000,0,1768.927121,35378.54241820000,33609.61529730000,35378.54241820000,28302.83393460000,12382.48984640000,7075.708484,14151.41696730000,1768.927121,0,0,0,58374.59499010000,33609.61529730000,35378.54241820000,65450.30347370000,68988.15771550000,35378.54241820000,12382.48984640000,7075.708484,1768.927121,0,1768.927121,0,0,0,1768.927121,14151.41696730000,0,28302.83393460000,116749.18998000000,107904.55437600000,114980.26285900000,58374.59499010000,5306.781363,3537.854242,1768.927121,1768.927121,1768.927121,1768.927121,1768.927121,1768.927121,8844.635605,10613.56272550000,1768.927121,10613.56272550000,10613.56272550000,10613.56272550000,10613.56272550000,10613.56272550000,10613.56272550000,10613.56272550000,10613.56272550000,10613.56272550000,35378.54241820000,35378.54241820000,33609.61529730000,0,0,0,123824.89846400000,104366.70013400000,123824.89846400000,120287.04422200000,77832.79332010000,14151.41696730000,1768.927121,0,1768.927121,0,1768.927121,10613.56272550000,10613.56272550000,7075.708484,1768.927121,1768.927121,0,56605.66786920000,1768.927121,1768.927121,10613.56272550000,17689.27120910000,26533.90681370000,5306.781363,14151.41696730000,0,0,5306.781363,7075.708484,5306.781363,0,0,0,0,0,0,0,0,24764.97969280000,7075.708484,7075.708484,24764.97969280000,24764.97969280000,5306.781363,0,0,0,0,0,0,0,0,0,0,0,0,61912.44923190000,0,33609.61529730000,0,0,0,0,0,0,0,0,0,0,0,0,10613.56272550000,1768.927121,1768.927121,0,8844.635605,7075.708484,7075.708484,0,8844.635605,7075.708484,5306.781363,7075.708484,0,0,0,22996.05257180000,47761.03226460000,22996.05257180000,31840.68817640000,12382.48984640000,0,0,0,0,0,0,0,3537.854242,0,0,0,0,15920.34408820000,0,0,0
21,1730010.72425000000,1818457.08030000000,528909.20915200000,541291.69899900000,514757.79218500000,290104.04782900000,295410.82919200000,307793.31903900000,228191.59859800000,205195.54602600000,164510.22224500000,813706.47561900000,787172.56880500000,564287.75157100000,543060.62612000000,514757.79218500000,502375.30233900000,511219.93794300000,528909.20915200000,297179.75631300000,307793.31903900000,1627412.95124000000,1730010.72425000000,1818457.08030000000,787172.56880500000,827857.89258600000,811937.54849800000,206964.47314700000,228191.59859800000,164510.22224500000,290104.04782900000,399777.52932600000,360861.13266600000,298948.68343400000,334327.22585200000,783634.71456400000,820782.18410300000,1814919.22605000000,1653946.85805000000,1618568.31563000000,1625644.02412000000,1717628.23440000000,1781309.61076000000,1798998.88197000000,1830839.57014000000,1577882.99185000000,1977660.52118000000,1929899.48891000000,1915748.07195000000,1876831.67529000000,1949357.68724000000,1991811.93815000000,1991811.93815000000,2011270.13648000000,1959971.24997000000,516526.71930600000,528909.20915200000,541291.69899900000,787172.56880500000,829626.81970700000,813706.47561900000,265339.06813700000,403315.38356800000,265339.06813700000,401546.45644700000,543060.62612000000,226422.67147700000,205195.54602600000,164510.22224500000,1630950.80548000000,1728241.79713000000,1818457.08030000000,2007732.28223000000,2020114.77208000000,449307.48871100000,1630950.80548000000,1818457.08030000000,1731779.65137000000,491761.73961300000,1618568.31563000000,1705245.74456000000,1855604.54984000000,382088.25811700000,371474.69539100000,505913.15658100000,652734.10761600000,224653.74435600000,270645.84949900000,86677.42892460000,88446.35604550000,84908.50180370000,83139.57468280000,84908.50180370000,84908.50180370000,10613.56272550000,8844.635605,10613.56272550000,132669.53406800000,114980.26285900000,63681.37635280000,88446.35604550000,84908.50180370000,49529.95938550000,56605.66786920000,86677.42892460000,84908.50180370000,84908.50180370000,113211.33573800000,229960.52571800000,268876.92237800000,114980.26285900000,148589.87815700000,132669.53406800000,8844.635605,10613.56272550000,10613.56272550000,83139.57468280000,76063.86619920000,81370.64756190000,0,44223.17802280000,189275.20193700000,173354.85784900000,267107.99525800000,134438.46118900000,104366.70013400000,122055.97134300000,123824.89846400000,166279.14936600000,145052.02391500000,160972.36800300000,84908.50180370000,429849.29038100000,297179.75631300000,228191.59859800000,226422.67147700000,352016.49706100000,527140.28203100000,534215.99051500000,640351.61777000000,465227.83280000000,84908.50180370000,86677.42892460000,88446.35604550000,114980.26285900000,148589.87815700000,132669.53406800000,67219.23059460000,79601.72044100000,67219.23059460000,0,1768.927121,10613.56272550000,8844.635605,10613.56272550000,111442.40861700000,228191.59859800000,270645.84949900000,640351.61777000000,615586.63807700000,116749.18998000000,111442.40861700000,275952.63086200000,175123.78497000000,56605.66786920000,107904.55437600000,118518.11710100000,199888.76466300000,81370.64756190000,81370.64756190000,137976.31543100000,24764.97969280000,3537.854242,0,37147.46953910000,26533.90681370000,33609.61529730000,5306.781363,24764.97969280000,40685.32378100000,3537.854242,0,0,51298.88650640000,45992.10514370000,0,26533.90681370000,33609.61529730000,0,0,37147.46953910000,24764.97969280000,40685.32378100000,22996.05257180000,3537.854242,0,44223.17802280000,51298.88650640000,51298.88650640000,0,3537.854242,0,5306.781363,26533.90681370000,0,0,0,45992.10514370000,47761.03226460000,0,24764.97969280000,22996.05257180000,15920.34408820000,7075.708484,0,0,0,15920.34408820000,33609.61529730000,14151.41696730000,0,0,12382.48984640000,93753.13740830000,93753.13740830000,160972.36800300000,65450.30347370000,33609.61529730000,37147.46953910000,26533.90681370000,44223.17802280000,51298.88650640000,51298.88650640000,0,30071.76105550000,0,0,0,3537.854242,0,0,24764.97969280000,3537.854242,0,159203.44088200000,129131.67982700000,0,24764.97969280000,0,37147.46953910000,0,15920.34408820000,8844.635605,0
22,852622.87227900000,925148.88423600000,44223.17802280000,44223.17802280000,44223.17802280000,189275.20193700000,196350.91042100000,198119.83754200000,141514.16967300000,132669.53406800000,136207.38831000000,153896.65951900000,150358.80527700000,37147.46953910000,44223.17802280000,44223.17802280000,28302.83393460000,31840.68817640000,44223.17802280000,196350.91042100000,199888.76466300000,666885.52458300000,857929.65364200000,925148.88423600000,150358.80527700000,153896.65951900000,153896.65951900000,132669.53406800000,141514.16967300000,136207.38831000000,189275.20193700000,30071.76105550000,28302.83393460000,33609.61529730000,42454.25090190000,65450.30347370000,81370.64756190000,919842.10287400000,705801.92124300000,636813.76352800000,698726.21276000000,765945.44335400000,834933.60107000000,847316.09091600000,888001.41469700000,627969.12792300000,1176336.53541000000,1027746.65725000000,1018902.02164000000,978216.69786400000,1079045.54376000000,1218790.78631000000,1229404.34903000000,1264782.89145000000,1179874.38965000000,44223.17802280000,44223.17802280000,44223.17802280000,148589.87815700000,153896.65951900000,153896.65951900000,26533.90681370000,30071.76105550000,26533.90681370000,40685.32378100000,40685.32378100000,141514.16967300000,132669.53406800000,136207.38831000000,658040.88897900000,859698.58076300000,925148.88423600000,1264782.89145000000,1266551.81857000000,86677.42892460000,656271.96185800000,925148.88423600000,755331.88062900000,24764.97969280000,670423.37882500000,748256.17214500000,937531.37408300000,1768.927121,1768.927121,3537.854242,40685.32378100000,38916.39666000000,37147.46953910000,1768.927121,1768.927121,0,0,5306.781363,8844.635605,51298.88650640000,45992.10514370000,49529.95938550000,26533.90681370000,24764.97969280000,0,1768.927121,0,0,0,1768.927121,7075.708484,8844.635605,40685.32378100000,38916.39666000000,37147.46953910000,24764.97969280000,26533.90681370000,26533.90681370000,44223.17802280000,51298.88650640000,49529.95938550000,0,5306.781363,5306.781363,0,3537.854242,14151.41696730000,14151.41696730000,37147.46953910000,33609.61529730000,38916.39666000000,38916.39666000000,33609.61529730000,35378.54241820000,31840.68817640000,37147.46953910000,33609.61529730000,76063.86619920000,28302.83393460000,28302.83393460000,35378.54241820000,54836.74074820000,83139.57468280000,84908.50180370000,91984.21028740000,72526.01195740000,0,1768.927121,1768.927121,26533.90681370000,26533.90681370000,26533.90681370000,5306.781363,5306.781363,5306.781363,0,0,51298.88650640000,45992.10514370000,49529.95938550000,40685.32378100000,38916.39666000000,37147.46953910000,91984.21028740000,95522.06452920000,3537.854242,40685.32378100000,37147.46953910000,44223.17802280000,1768.927121,35378.54241820000,33609.61529730000,35378.54241820000,1768.927121,1768.927121,0,0,1768.927121,0,0,0,0,0,0,0,14151.41696730000,0,14151.41696730000,15920.34408820000,8844.635605,0,0,0,0,0,0,0,0,15920.34408820000,0,0,8844.635605,7075.708484,15920.34408820000,0,14151.41696730000,12382.48984640000,0,0,0,0,0,10613.56272550000,8844.635605,0,24764.97969280000,14151.41696730000,10613.56272550000,8844.635605,0,0,0,12382.48984640000,0,0,0,0,0,0,0,0,0,0,0,0,10613.56272550000,7075.708484,15920.34408820000,0,1768.927121,0,0,0,14151.41696730000,0,12382.48984640000,15920.34408820000,0,0,0,0,0,15920.34408820000,0,14151.41696730000,0,12382.48984640000,8844.635605,0
23,727029.04669400000,788941.49592600000,19458.19833000000,17689.27120910000,17689.27120910000,35378.54241820000,38916.39666000000,38916.39666000000,19458.19833000000,19458.19833000000,19458.19833000000,68988.15771550000,65450.30347370000,12382.48984640000,17689.27120910000,17689.27120910000,5306.781363,5306.781363,19458.19833000000,38916.39666000000,38916.39666000000,606742.00247200000,730566.90093600000,787172.56880500000,65450.30347370000,72526.01195740000,68988.15771550000,19458.19833000000,19458.19833000000,19458.19833000000,35378.54241820000,19458.19833000000,14151.41696730000,3537.854242,3537.854242,12382.48984640000,14151.41696730000,781865.78744300000,627969.12792300000,585514.87702200000,610279.85671400000,650965.18049500000,711108.70260600000,714646.55684800000,741180.46366200000,585514.87702200000,1022439.87589000000,886232.48757600000,847316.09091600000,810168.62137700000,962296.35377600000,1057818.41830000000,1066663.05391000000,1080814.47088000000,1031284.51149000000,17689.27120910000,19458.19833000000,17689.27120910000,65450.30347370000,74294.93907830000,68988.15771550000,14151.41696730000,19458.19833000000,14151.41696730000,5306.781363,10613.56272550000,19458.19833000000,19458.19833000000,19458.19833000000,603204.14823100000,730566.90093600000,788941.49592600000,1080814.47088000000,1084352.32512000000,19458.19833000000,603204.14823100000,792479.35016800000,649196.25337400000,7075.708484,606742.00247200000,638582.69064900000,769483.29759600000,0,0,1768.927121,35378.54241820000,17689.27120910000,15920.34408820000,5306.781363,5306.781363,0,0,0,0,5306.781363,3537.854242,1768.927121,8844.635605,8844.635605,0,5306.781363,0,0,0,5306.781363,0,0,15920.34408820000,17689.27120910000,15920.34408820000,8844.635605,7075.708484,8844.635605,3537.854242,5306.781363,1768.927121,0,0,0,0,0,3537.854242,3537.854242,15920.34408820000,15920.34408820000,15920.34408820000,15920.34408820000,17689.27120910000,15920.34408820000,12382.48984640000,10613.56272550000,17689.27120910000,49529.95938550000,15920.34408820000,14151.41696730000,14151.41696730000,31840.68817640000,63681.37635280000,63681.37635280000,76063.86619920000,49529.95938550000,0,5306.781363,5306.781363,8844.635605,7075.708484,8844.635605,0,0,0,0,0,5306.781363,3537.854242,1768.927121,15920.34408820000,17689.27120910000,15920.34408820000,76063.86619920000,83139.57468280000,0,15920.34408820000,15920.34408820000,17689.27120910000,0,17689.27120910000,17689.27120910000,12382.48984640000,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,0,0,1768.927121,0,0,0,0,0,0,0,0,0,3537.854242,0,0,0,0,1768.927121,0,1768.927121,0,0,0,0,0,0,0,0,0,8844.635605,3537.854242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,0,0,0,0,0,1768.927121,0,0,3537.854242,0,0,0,0,0,3537.854242,0,14151.41696730000,0,0,0,0
24,228191.59859800000,235267.30708100000,0,0,0,1768.927121,1768.927121,1768.927121,3537.854242,3537.854242,1768.927121,0,0,0,0,0,0,0,0,1768.927121,1768.927121,214040.18163000000,228191.59859800000,235267.30708100000,0,1768.927121,0,3537.854242,3537.854242,1768.927121,1768.927121,0,0,0,0,3537.854242,3537.854242,235267.30708100000,219346.96299300000,206964.47314700000,214040.18163000000,206964.47314700000,215809.10875100000,212271.25450900000,217578.03587200000,203426.61890500000,371474.69539100000,330789.37161000000,306024.39191800000,235267.30708100000,355554.35130300000,380319.33099600000,380319.33099600000,383857.18523800000,375012.54963300000,0,0,0,0,1768.927121,0,0,0,0,0,0,3537.854242,3537.854242,1768.927121,214040.18163000000,228191.59859800000,235267.30708100000,383857.18523800000,382088.25811700000,61912.44923190000,214040.18163000000,235267.30708100000,219346.96299300000,0,206964.47314700000,205195.54602600000,221115.89011400000,0,0,0,3537.854242,10613.56272550000,10613.56272550000,0,0,0,0,0,0,0,0,1768.927121,0,0,0,0,0,0,0,0,0,0,3537.854242,10613.56272550000,10613.56272550000,0,0,0,0,0,1768.927121,0,0,0,0,0,0,0,10613.56272550000,5306.781363,3537.854242,3537.854242,3537.854242,3537.854242,3537.854242,7075.708484,3537.854242,24764.97969280000,8844.635605,5306.781363,7075.708484,14151.41696730000,33609.61529730000,33609.61529730000,35378.54241820000,28302.83393460000,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,3537.854242,10613.56272550000,10613.56272550000,35378.54241820000,35378.54241820000,0,3537.854242,10613.56272550000,10613.56272550000,0,3537.854242,3537.854242,7075.708484,0,0,0,0,1768.927121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,1768.927121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,0,0,0,0,0,0,3537.854242,0,0,0,0
31,0,0,0,0,0,5306.781363,5306.781363,5306.781363,3537.854242,7075.708484,10613.56272550000,15920.34408820000,15920.34408820000,0,0,0,0,0,0,5306.781363,5306.781363,0,0,0,17689.27120910000,15920.34408820000,15920.34408820000,7075.708484,3537.854242,10613.56272550000,5306.781363,0,0,0,0,63681.37635280000,63681.37635280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17689.27120910000,15920.34408820000,15920.34408820000,0,0,0,0,0,3537.854242,7075.708484,10613.56272550000,0,0,0,0,0,3537.854242,0,0,5306.781363,0,0,0,0,0,0,0,3537.854242,0,0,0,0,0,0,0,0,3537.854242,3537.854242,3537.854242,8844.635605,14151.41696730000,0,0,0,0,0,0,0,0,0,0,0,14151.41696730000,0,8844.635605,3537.854242,3537.854242,3537.854242,0,0,0,0,0,1768.927121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14151.41696730000,0,8844.635605,0,0,0,0,0,3537.854242,3537.854242,3537.854242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,0,1768.927121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,1768.927121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.927121,0,1768.927121,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2241230.66219000000,2235923.88083000000,14529967.37120000000,14529967.37120000000,14669712.61370000000,7494944.21130000000,7305669.00936000000,7323358.28057000000,14338923.24210000000,14029360.99590000000,14542349.86100000000,8938388.74196000000,9056906.85906000000,14986350.56840000000,14528198.44400000000,14646716.56110000000,15037649.45490000000,14924438.11910000000,14537043.07960000000,7291517.59240000000,7326896.13481000000,2462346.55231000000,2228848.17235000000,2230617.09947000000,9074596.13027000000,8934850.88772000000,8945464.45045000000,14009902.79760000000,14344230.02350000000,14537043.07960000000,7494944.21130000000,13266953.40680000000,13638428.10220000000,14255783.66740000000,14075353.10110000000,11055794.50570000000,10634789.85090000000,2218234.60962000000,2338521.65384000000,2497725.09473000000,2490649.38624000000,2694076.00515000000,2609167.50334000000,2805518.41376000000,2874506.57148000000,2805518.41376000000,2826745.53922000000,2724147.76620000000,2833821.24770000000,2780753.43407000000,2775446.65271000000,2740068.11029000000,2734761.32893000000,2695844.93227000000,2755988.45438000000,14646716.56110000000,14537043.07960000000,14524660.58980000000,9063982.56755000000,8936619.81484000000,8934850.88772000000,13613663.12250000000,13357168.69000000000,13613663.12250000000,14374301.78450000000,14445058.86940000000,14338923.24210000000,14020516.36030000000,14531736.29830000000,2462346.55231000000,2239461.73507000000,2230617.09947000000,2690538.15091000000,2704689.56787000000,5566813.64951000000,2462346.55231000000,2234154.95371000000,2204083.19266000000,15198621.82290000000,2632163.55592000000,2695844.93227000000,2747143.81877000000,14885521.72250000000,14715704.71890000000,14756390.04260000000,10528654.22370000000,291872.97495000000,291872.97495000000,2508338.65745000000,2492418.31336000000,2564944.32532000000,1523046.25110000000,1492974.49005000000,1471747.36460000000,2082027.22131000000,2131557.18070000000,2101485.41964000000,1126806.57602000000,1188719.02525000000,2405740.88444000000,2492418.31336000000,2556099.68972000000,2471191.18791000000,2453501.91670000000,2510107.58457000000,1489436.63581000000,1469978.43748000000,348478.64281900000,291872.97495000000,290104.04782900000,1190487.95237000000,1091428.03360000000,1133882.28450000000,2133326.10782000000,2082027.22131000000,2103254.34676000000,1519508.39686000000,1871524.89392000000,1986505.15678000000,2685231.36954000000,2232386.02659000000,1798998.88197000000,1855604.54984000000,295410.82919200000,350247.56994000000,352016.49706100000,343171.86145700000,366167.91402900000,366167.91402900000,380319.33099600000,375012.54963300000,369705.76827000000,279490.48510400000,313100.10040100000,334327.22585200000,332558.29873100000,302486.53767600000,256494.43253200000,258263.35965300000,260032.28677400000,279490.48510400000,2557868.61684000000,2511876.51169000000,2492418.31336000000,1194025.80661000000,1091428.03360000000,1123268.72178000000,2131557.18070000000,1894520.94650000000,2129788.25358000000,2748912.74590000000,2379206.97763000000,2080258.29419000000,2131557.18070000000,2103254.34676000000,353785.42418200000,291872.97495000000,290104.04782900000,258263.35965300000,249418.72404800000,1119730.86754000000,355554.35130300000,290104.04782900000,343171.86145700000,2458808.69807000000,353785.42418200000,364398.98690800000,341402.93433600000,2278378.13173000000,2251844.22492000000,2250075.29780000000,1206408.29646000000,65450.30347370000,70757.08483640000,666885.52458300000,640351.61777000000,652734.10761600000,481148.17688800000,491761.73961300000,489992.81249200000,504144.22946000000,613817.71095600000,459921.05143700000,26533.90681370000,70757.08483640000,629738.05504400000,642120.54489100000,661578.74322100000,635044.83640700000,619124.49231900000,665116.59746300000,489992.81249200000,489992.81249200000,63681.37635280000,65450.30347370000,70757.08483640000,70757.08483640000,65450.30347370000,26533.90681370000,613817.71095600000,502375.30233900000,459921.05143700000,481148.17688800000,357323.27842400000,541291.69899900000,681036.94155100000,712877.62972700000,576670.24141700000,518295.64642700000,70757.08483640000,63681.37635280000,68988.15771550000,72526.01195740000,72526.01195740000,100828.84589200000,86677.42892460000,88446.35604550000,47761.03226460000,106135.62725500000,90215.28316650000,65450.30347370000,93753.13740830000,99059.91877100000,104366.70013400000,104366.70013400000,91984.21028740000,106135.62725500000,654503.03473700000,663347.67034200000,640351.61777000000,70757.08483640000,65450.30347370000,26533.90681370000,624431.27368200000,352016.49706100000,622662.34656100000,686343.72291300000,723491.19245300000,504144.22946000000,612048.78383500000,459921.05143700000,63681.37635280000,65450.30347370000,70757.08483640000,91984.21028740000,97290.99165010000,438693.92598600000,63681.37635280000,70757.08483640000,60143.52211100000,682805.86867200000,63681.37635280000,65450.30347370000,97290.99165010000
