11,open water
21,developed open space
22,developed low intensity
23,developed medium inensity
24,developed high intensity 
31,barren land
41,deciduous forest
42,evergreen forest
43,mixed forest 
52,shrub scrub
71,grassland herbaceous
81,pasture hay
82,cultivated crops
90,woody wetlands 
95,emergent herbaceous wetlands
