"","11","21","22","23","24","31","41","42","43","52","71","81","82","90","95"
"A_28_PEPE_",1554886.93928,206964.473147,132669.534068,19458.19833,3537.854242,7075.708484,14009902.7976,507682.083701,578439.168538,14151.4169673,307793.319039,0,0,2533103.63714,63681.3763528
"A_29_PEPE_",1287778.94402,228191.598598,141514.169673,19458.19833,3537.854242,3537.854242,14344230.0235,481148.176888,564287.751571,14151.4169673,323713.663127,0,0,2490649.38624,54836.7407482
"A_30_PEPE_",1025977.73013,164510.222245,136207.38831,19458.19833,1768.927121,10613.5627255,14537043.0796,477610.322646,617355.565198,14151.4169673,288335.120708,0,0,2593247.15926,67219.2305946
"A_31_PEPE_",54836.7407482,290104.047829,189275.201937,35378.5424182,1768.927121,5306.781363,7494944.2113,3070857.4819,304255.464797,470534.614162,58374.5949901,3316738.35171,352016.497061,3555543.51303,622662.346561
"A_32_PEPE_",642120.544891,399777.529326,30071.7610555,19458.19833,0,0,13266953.4068,1234711.1304,688112.650034,352016.497061,132669.534068,49529.9593855,0,2947032.58344,40685.323781
"A_33_PEPE_",520064.573548,360861.132666,28302.8339346,14151.4169673,0,0,13638428.1022,1146264.77435,698726.21276,332558.298731,79601.720441,67219.2305946,0,2878044.42572,35378.5424182
"A_34_PEPE_",521833.500669,298948.683434,33609.6152973,3537.854242,0,0,14255783.6674,1116193.01329,771252.224717,318406.881764,26533.9068137,176892.712091,0,2234154.95371,30071.7610555
"A_35_PEPE_",505913.156581,334327.225852,42454.2509019,3537.854242,0,0,14075353.1011,1015364.1674,742949.390783,341402.934336,33609.6152973,187506.274817,0,2487111.532,37147.4695391
"A_36_PEPE_",49529.9593855,783634.714564,65450.3034737,12382.4898464,3537.854242,63681.3763528,11055794.5057,2216465.6825,2007732.28223,153896.659519,120287.044222,656271.961858,129131.679827,2331445.94536,97290.9916501
"A_37_PEPE_",76063.8661992,820782.184103,81370.6475619,14151.4169673,3537.854242,63681.3763528,10634789.8509,2428736.93701,1972353.73982,153896.659519,143283.096794,627969.127923,187506.274817,2428736.93701,107904.554376
"A_38_PEPE_",208733.400267,1814919.22605,919842.102874,781865.787443,235267.307081,0,2218234.60962,1551349.08504,456383.197195,130900.606947,88446.3560455,4254269.72579,1634488.65972,5030828.73187,359092.205545
"A_39_PEPE_",127362.752706,1653946.85805,705801.921243,627969.127923,219346.962993,0,2338521.65384,1634488.65972,537753.844757,100828.845892,76063.8661992,4409935.31243,1802536.73621,5117506.1608,325482.590248
"A_40_PEPE_",122055.971343,1618568.31563,636813.763528,585514.877022,206964.473147,0,2497725.09473,1714090.38016,550136.334603,106135.627255,81370.6475619,4429393.51076,1761851.41243,5044980.14884,330789.37161
"A_41_PEPE_",152127.732398,1625644.02412,698726.21276,610279.856714,214040.18163,0,2490649.38624,1675173.9835,532447.063394,114980.262859,83139.5746828,4413473.16667,1735317.50561,5013139.46066,336096.152973
"A_42_PEPE_",205195.546026,1717628.2344,765945.443354,650965.180495,206964.473147,0,2694076.00515,1659253.63941,486454.958251,109673.481496,93753.1374083,4372787.84289,1501819.12565,4871625.29099,344940.788578
"A_43_PEPE_",215809.108751,1781309.61076,834933.60107,711108.702606,215809.108751,0,2609167.50334,1615030.46139,475841.395525,123824.898464,95522.0645292,4358636.42592,1443444.53066,4857473.87402,352016.497061
"A_44_PEPE_",221115.890114,1798998.88197,847316.090916,714646.556848,212271.254509,0,2805518.41376,1609723.68003,479379.249767,109673.481496,97290.9916501,4378094.62425,1301930.36099,4777872.15358,329020.444489
"A_45_PEPE_",235267.307081,1830839.57014,888001.414697,741180.463662,217578.035872,0,2874506.57148,1600879.04442,477610.322646,106135.627255,100828.845892,4351560.71744,1185181.17101,4738955.75692,337865.080094
"A_46_PEPE_",176892.712091,1577882.99185,627969.127923,585514.877022,203426.618905,0,2805518.41376,1770696.04803,527140.282031,106135.627255,93753.1374083,4367481.06153,1572576.21049,4974223.064,313100.100401
"A_47_PEPE_",440462.853107,1977660.52118,1176336.53541,1022439.87589,371474.695391,0,2826745.53922,1735317.50561,558980.970208,102597.773013,83139.5746828,4103910.92051,886232.487576,4089759.50355,309562.246159
"A_48_PEPE_",332558.298731,1929899.48891,1027746.65725,886232.487576,330789.37161,0,2724147.7662,1638026.51396,507682.083701,104366.700134,88446.3560455,4222429.03761,988830.260589,4551449.4821,339634.007215
"A_49_PEPE_",321944.736006,1915748.07195,1018902.02164,847316.090916,306024.391918,0,2833821.2477,1714090.38016,512988.865064,102597.773013,86677.4289246,4248962.94443,898614.977423,4530222.35665,337865.080094
"A_50_PEPE_",252956.57829,1876831.67529,978216.697864,810168.621377,235267.307081,0,2780753.43407,1618568.31563,466996.759921,109673.481496,100828.845892,4342716.08184,1061356.27255,4707115.06874,337865.080094
"A_51_PEPE_",431618.217502,1949357.68724,1079045.54376,962296.353776,355554.351303,0,2775446.65271,1735317.50561,555443.115966,102597.773013,86677.4289246,4158747.66126,886232.487576,4279034.70548,329020.444489
"A_52_PEPE_",433387.144623,1991811.93815,1218790.78631,1057818.4183,380319.330996,0,2740068.11029,1650409.00381,543060.62612,102597.773013,88446.3560455,4089759.50355,923379.957116,4137520.53581,320175.808885
"A_53_PEPE_",435156.071744,1991811.93815,1229404.34903,1066663.05391,380319.330996,0,2734761.32893,1641564.36821,548367.407482,102597.773013,88446.3560455,4089759.50355,923379.957116,4133982.68157,313100.100401
"A_54_PEPE_",435156.071744,2011270.13648,1264782.89145,1080814.47088,383857.185238,0,2695844.93227,1530121.95959,535984.917636,113211.335738,84908.5018037,4107448.77476,976447.770743,4142827.31717,318406.881764
"A_55_PEPE_",429849.290381,1959971.24997,1179874.38965,1031284.51149,375012.549633,0,2755988.45438,1692863.25471,544829.553241,102597.773013,88446.3560455,4095066.28491,916304.248632,4176436.93247,327251.517369
"A_56_PEPE_",245880.869807,516526.719306,44223.1780228,17689.2712091,0,0,14646716.5611,739411.536541,824320.038345,130900.606947,44223.1780228,417466.800535,0,2044879.75177,102597.773013
"A_57_PEPE_",238805.161323,528909.209152,44223.1780228,19458.19833,0,0,14537043.0796,760638.661992,845547.163795,130900.606947,44223.1780228,422773.581898,0,2106792.201,107904.554376
"A_58_PEPE_",261801.213895,541291.698999,44223.1780228,17689.2712091,0,0,14524660.5898,822551.111224,810168.621377,129131.679827,45992.1051437,424542.509019,0,2039572.97041,104366.700134
"A_59_PEPE_",40685.323781,787172.568805,148589.878157,65450.3034737,0,17689.2712091,9063982.56755,5393458.79166,873849.99773,650965.180495,199888.764663,141514.169673,0,2421661.22853,19458.19833
"A_60_PEPE_",40685.323781,829626.819707,153896.659519,74294.9390783,1768.927121,15920.3440882,8936619.81484,5331546.34243,854391.7994,677499.087309,210502.327388,180430.566333,0,2511876.51169,17689.2712091
"A_61_PEPE_",40685.323781,813706.475619,153896.659519,68988.1577155,0,15920.3440882,8934850.88772,5439450.8968,875618.924851,663347.670342,203426.618905,160972.368003,0,2439350.49974,17689.2712091
"A_62_PEPE_",574901.314296,265339.068137,26533.9068137,14151.4169673,0,0,13613663.1225,1250631.47448,727029.046694,341402.934336,60143.522111,58374.5949901,0,2830283.39346,33609.6152973
"A_63_PEPE_",606742.002472,403315.383568,30071.7610555,19458.19833,0,0,13357168.69,1176336.53541,681036.941551,352016.497061,129131.679827,49529.9593855,0,2952339.3648,35378.5424182
"A_64_PEPE_",574901.314296,265339.068137,26533.9068137,14151.4169673,0,0,13613663.1225,1248862.54736,727029.046694,341402.934336,60143.522111,58374.5949901,0,2830283.39346,33609.6152973
"A_65_PEPE_",477610.322646,401546.456447,40685.323781,5306.781363,0,0,14374301.7845,953451.718171,810168.621377,295410.829192,30071.7610555,332558.298731,0,2036035.11617,28302.8339346
"A_66_PEPE_",461689.978558,543060.62612,40685.323781,10613.5627255,0,0,14445058.8694,817244.329861,796017.20441,258263.359653,40685.323781,401546.456447,0,1935206.27028,28302.8339346
"A_67_PEPE_",1286010.0169,226422.671477,141514.169673,19458.19833,3537.854242,3537.854242,14338923.2421,477610.322646,564287.751571,14151.4169673,323713.663127,0,0,2490649.38624,56605.6678692
"A_68_PEPE_",1551349.08504,205195.546026,132669.534068,19458.19833,3537.854242,7075.708484,14020516.3603,507682.083701,578439.168538,14151.4169673,306024.391918,0,0,2534872.56427,63681.3763528
"A_69_PEPE_",1025977.73013,164510.222245,136207.38831,19458.19833,1768.927121,10613.5627255,14531736.2983,475841.395525,617355.565198,14151.4169673,288335.120708,0,0,2593247.15926,67219.2305946
"A_70_PEPE_",123824.898464,1630950.80548,658040.888979,603204.148231,214040.18163,0,2462346.55231,1682249.69199,543060.62612,106135.627255,79601.720441,4413473.16667,1763620.33955,5066207.27429,332558.298731
"A_71_PEPE_",189275.201937,1728241.79713,859698.580763,730566.900936,228191.598598,0,2239461.73507,1574345.13761,468765.687041,125593.825585,84908.5018037,4335640.37335,1717628.2344,5060900.49293,346709.715699
"A_72_PEPE_",212271.254509,1818457.0803,925148.884236,788941.495926,235267.307081,0,2230617.09947,1551349.08504,459921.051437,130900.606947,90215.2831665,4250731.87155,1618568.31563,5016677.3149,362630.059787
"A_73_PEPE_",433387.144623,2007732.28223,1264782.89145,1080814.47088,383857.185238,0,2690538.15091,1535428.74095,537753.844757,113211.335738,84908.5018037,4105679.84763,972909.916501,4142827.31717,318406.881764
"A_74_PEPE_",440462.853107,2020114.77208,1266551.81857,1084352.32512,382088.258117,0,2704689.56787,1586727.62746,550136.334603,104366.700134,88446.3560455,4112755.55612,930455.665599,4114524.48324,304255.464797
"A_75_PEPE_",1469978.43748,449307.488711,86677.4289246,19458.19833,61912.4492319,3537.854242,5566813.64951,146820.951036,125593.825585,42454.2509019,67219.2305946,2235923.88083,458152.124316,7758514.35232,1204639.36934
"A_76_PEPE_",123824.898464,1630950.80548,656271.961858,603204.148231,214040.18163,0,2462346.55231,1682249.69199,543060.62612,106135.627255,79601.720441,4411704.23955,1767158.19379,5069745.12853,332558.298731
"A_77_PEPE_",212271.254509,1818457.0803,925148.884236,792479.350168,235267.307081,0,2234154.95371,1549580.15792,456383.197195,130900.606947,90215.2831665,4252500.79867,1615030.46139,5018446.24202,362630.059787
"A_78_PEPE_",86677.4289246,1731779.65137,755331.880629,649196.253374,219346.962993,5306.781363,2204083.19266,1501819.12565,557212.043087,100828.845892,70757.0848364,4422317.80228,1887445.23801,5154653.63033,325482.590248
"A_79_PEPE_",401546.456447,491761.739613,24764.9796928,7075.708484,0,0,15198621.8229,1354998.17462,1156878.33708,107904.554376,26533.9068137,199888.764663,0,773021.151838,42454.2509019
"A_80_PEPE_",171585.930728,1618568.31563,670423.378825,606742.002472,206964.473147,0,2632163.55592,1719397.16153,528909.209152,123824.898464,90215.2831665,4392246.04122,1641564.36821,4965378.4284,330789.37161
"A_81_PEPE_",198119.837542,1705245.74456,748256.172145,638582.690649,205195.546026,0,2695844.93227,1682249.69199,495299.593855,106135.627255,93753.1374083,4383401.40562,1512432.68838,4892852.41644,334327.225852
"A_82_PEPE_",237036.234202,1855604.54984,937531.374083,769483.297596,221115.890114,0,2747143.81877,1590265.4817,463458.905679,118518.117101,100828.845892,4367481.06153,1178105.46253,4753107.17389,344940.788578
"A_83_PEPE_",189275.201937,382088.258117,1768.927121,0,0,0,14885521.7225,760638.661992,389163.9666,932224.59272,643889.472012,61912.4492319,0,1448751.31203,152127.732398
"A_84_PEPE_",194581.9833,371474.695391,1768.927121,0,0,0,14715704.7189,755331.880629,390932.893721,937531.374083,659809.8161,60143.522111,0,1597341.19018,160972.368003
"A_85_PEPE_",118518.117101,505913.156581,3537.854242,1768.927121,0,0,14756390.0426,1002981.67756,551905.261724,900383.904544,509451.010822,70757.0848364,0,1277165.3813,145052.023915
"A_86_PEPE_",433387.144623,652734.107616,40685.323781,35378.5424182,3537.854242,3537.854242,10528654.2237,2954108.29192,673961.233067,375012.549633,268876.922378,162741.295124,0,3628069.52499,58374.5949901
"A_1_PEPE_1",0,224653.744356,38916.39666,17689.2712091,10613.5627255,0,291872.97495,93753.1374083,58374.5949901,7075.708484,5306.781363,888001.414697,219346.962993,1176336.53541,5306.781363
"A_2_PEPE_1",1768.927121,270645.849499,37147.4695391,15920.3440882,10613.5627255,0,291872.97495,111442.408617,63681.3763528,12382.4898464,7075.708484,778327.933201,166279.149366,1254169.32873,12382.4898464
"A_3_PEPE_1",35378.5424182,86677.4289246,1768.927121,5306.781363,0,0,2508338.65745,60143.522111,79601.720441,14151.4169673,7075.708484,8844.635605,0,217578.035872,15920.3440882
"A_4_PEPE_1",33609.6152973,88446.3560455,1768.927121,5306.781363,0,0,2492418.31336,63681.3763528,88446.3560455,7075.708484,5306.781363,33609.6152973,0,215809.108751,10613.5627255
"A_5_PEPE_1",35378.5424182,84908.5018037,0,0,0,0,2564944.32532,63681.3763528,86677.4289246,7075.708484,3537.854242,5306.781363,0,194581.9833,7075.708484
"A_6_PEPE_1",28302.8339346,83139.5746828,0,0,0,0,1523046.2511,679268.01443,63681.3763528,49529.9593855,1768.927121,24764.9796928,0,543060.62612,61912.4492319
"A_7_PEPE_1",12382.4898464,84908.5018037,5306.781363,0,0,0,1492974.49005,581977.02278,51298.8865064,51298.8865064,1768.927121,40685.323781,0,682805.868672,45992.1051437
"A_8_PEPE_1",7075.708484,84908.5018037,8844.635605,0,0,0,1471747.3646,535984.917636,49529.9593855,51298.8865064,3537.854242,53067.8136273,0,721722.265332,63681.3763528
"A_9_PEPE_1",14151.4169673,10613.5627255,51298.8865064,5306.781363,0,3537.854242,2082027.22131,91984.2102874,74294.9390783,8844.635605,1768.927121,0,0,716415.483969,14151.4169673
"A_10_PEPE1",1768.927121,8844.635605,45992.1051437,3537.854242,0,3537.854242,2131557.1807,93753.1374083,54836.7407482,5306.781363,0,0,0,714646.556848,10613.5627255
"A_11_PEPE1",0,10613.5627255,49529.9593855,1768.927121,1768.927121,3537.854242,2101485.41964,102597.773013,40685.323781,7075.708484,0,0,0,737642.60942,7075.708484
"A_12_PEPE1",0,132669.534068,26533.9068137,8844.635605,0,8844.635605,1126806.57602,1112655.15905,113211.335738,109673.481496,14151.4169673,3537.854242,0,405084.310689,0
"A_13_PEPE1",0,114980.262859,24764.9796928,8844.635605,0,14151.4169673,1188719.02525,1084352.32512,95522.0645292,109673.481496,7075.708484,10613.5627255,0,392701.820842,0
"A_14_PEPE1",58374.5949901,63681.3763528,0,0,0,0,2405740.88444,261801.213895,139745.242552,5306.781363,7075.708484,7075.708484,0,91984.2102874,5306.781363
"A_15_PEPE1",33609.6152973,88446.3560455,1768.927121,5306.781363,0,0,2492418.31336,63681.3763528,88446.3560455,7075.708484,5306.781363,33609.6152973,0,215809.108751,10613.5627255
"A_16_PEPE1",35378.5424182,84908.5018037,0,0,0,0,2556099.68972,63681.3763528,86677.4289246,7075.708484,3537.854242,5306.781363,0,196350.910421,7075.708484
"A_17_PEPE1",65450.3034737,49529.9593855,0,0,0,0,2471191.18791,221115.890114,148589.878157,5306.781363,7075.708484,7075.708484,0,65450.3034737,5306.781363
"A_18_PEPE1",68988.1577155,56605.6678692,0,0,0,0,2453501.9167,240574.088444,159203.440882,5306.781363,7075.708484,8844.635605,0,42454.2509019,5306.781363
"A_19_PEPE1",35378.5424182,86677.4289246,1768.927121,5306.781363,0,0,2510107.58457,60143.522111,79601.720441,14151.4169673,7075.708484,8844.635605,0,217578.035872,14151.4169673
"A_20_PEPE1",12382.4898464,84908.5018037,7075.708484,0,0,0,1489436.63581,583745.949901,51298.8865064,51298.8865064,1768.927121,40685.323781,0,682805.868672,47761.0322646
"A_21_PEPE1",7075.708484,84908.5018037,8844.635605,0,0,0,1469978.43748,537753.844757,49529.9593855,51298.8865064,3537.854242,49529.9593855,0,721722.265332,61912.4492319
"A_22_PEPE1",1768.927121,113211.335738,40685.323781,15920.3440882,3537.854242,0,348478.642819,81370.6475619,70757.0848364,15920.3440882,3537.854242,976447.770743,274183.703741,1080814.47088,5306.781363
"A_23_PEPE1",0,229960.525718,38916.39666,17689.2712091,10613.5627255,0,291872.97495,93753.1374083,58374.5949901,7075.708484,5306.781363,877387.851972,221115.890114,1172798.68116,5306.781363
"A_24_PEPE1",1768.927121,268876.922378,37147.4695391,15920.3440882,10613.5627255,0,290104.047829,111442.408617,63681.3763528,12382.4898464,7075.708484,780096.860322,166279.149366,1254169.32873,12382.4898464
"A_25_PEPE1",0,114980.262859,24764.9796928,8844.635605,0,14151.4169673,1190487.95237,1082583.398,95522.0645292,109673.481496,7075.708484,10613.5627255,0,394470.747963,0
"A_26_PEPE1",0,148589.878157,26533.9068137,7075.708484,0,0,1091428.0336,1158647.2642,109673.481496,109673.481496,14151.4169673,0,0,385626.112359,0
"A_27_PEPE1",0,132669.534068,26533.9068137,8844.635605,0,8844.635605,1133882.2845,1112655.15905,113211.335738,109673.481496,14151.4169673,3537.854242,0,403315.383568,0
"A_28_PEPE1",1768.927121,8844.635605,44223.1780228,3537.854242,0,3537.854242,2133326.10782,93753.1374083,54836.7407482,5306.781363,0,0,0,712877.629727,10613.5627255
"A_29_PEPE1",14151.4169673,10613.5627255,51298.8865064,5306.781363,0,3537.854242,2082027.22131,91984.2102874,74294.9390783,8844.635605,1768.927121,0,0,716415.483969,14151.4169673
"A_30_PEPE1",0,10613.5627255,49529.9593855,1768.927121,1768.927121,3537.854242,2103254.34676,102597.773013,40685.323781,7075.708484,0,0,0,739411.536541,7075.708484
"A_31_PEPE1",28302.8339346,83139.5746828,0,0,0,0,1519508.39686,675730.160188,63681.3763528,49529.9593855,1768.927121,24764.9796928,0,546598.480361,61912.4492319
"A_32_PEPE1",116749.18998,76063.8661992,5306.781363,0,0,0,1871524.89392,214040.18163,152127.732398,40685.323781,0,10613.5627255,0,553674.188845,5306.781363
"A_33_PEPE1",107904.554376,81370.6475619,5306.781363,0,0,0,1986505.15678,187506.274817,175123.78497,63681.3763528,1768.927121,8844.635605,0,424542.509019,3537.854242
"A_34_PEPE1",114980.262859,0,0,0,0,0,2685231.36954,53067.8136273,99059.918771,3537.854242,1768.927121,0,0,86677.4289246,5306.781363
"A_35_PEPE1",58374.5949901,44223.1780228,3537.854242,0,0,0,2232386.02659,127362.752706,164510.222245,31840.6881764,1768.927121,0,0,382088.258117,5306.781363
"A_36_PEPE1",5306.781363,189275.201937,14151.4169673,3537.854242,0,1768.927121,1798998.88197,166279.149366,153896.659519,26533.9068137,1768.927121,237036.234202,0,422773.581898,19458.19833
"A_37_PEPE1",3537.854242,173354.857849,14151.4169673,3537.854242,0,0,1855604.54984,191044.129058,153896.659519,26533.9068137,3537.854242,263570.141016,0,337865.080094,15920.3440882
"A_38_PEPE1",1768.927121,267107.995258,37147.4695391,15920.3440882,10613.5627255,0,295410.829192,111442.408617,63681.3763528,12382.4898464,7075.708484,788941.495926,173354.857849,1240017.91176,12382.4898464
"A_39_PEPE1",1768.927121,134438.461189,33609.6152973,15920.3440882,5306.781363,0,350247.56994,72526.0119574,70757.0848364,15920.3440882,3537.854242,990599.18771,298948.683434,1011826.31316,5306.781363
"A_40_PEPE1",1768.927121,104366.700134,38916.39666,15920.3440882,3537.854242,0,352016.497061,79601.720441,68988.1577155,15920.3440882,3537.854242,985292.406347,277721.557983,1077276.61663,5306.781363
"A_41_PEPE1",1768.927121,122055.971343,38916.39666,15920.3440882,3537.854242,0,343171.861457,79601.720441,65450.3034737,14151.4169673,3537.854242,958758.499534,254725.505411,1128575.50314,5306.781363
"A_42_PEPE1",1768.927121,123824.898464,33609.6152973,17689.2712091,3537.854242,0,366167.914029,79601.720441,63681.3763528,14151.4169673,8844.635605,834933.60107,162741.295124,1287778.94402,14151.4169673
"A_43_PEPE1",1768.927121,166279.149366,35378.5424182,15920.3440882,3537.854242,0,366167.914029,91984.2102874,56605.6678692,15920.3440882,14151.4169673,799555.058652,143283.096794,1303699.28811,17689.2712091
"A_44_PEPE1",8844.635605,145052.023915,31840.6881764,12382.4898464,3537.854242,0,380319.330996,102597.773013,58374.5949901,21227.1254509,22996.0525718,765945.443354,107904.554376,1349691.39326,17689.2712091
"A_45_PEPE1",10613.5627255,160972.368003,37147.4695391,10613.5627255,7075.708484,0,375012.549633,114980.262859,58374.5949901,21227.1254509,24764.9796928,723491.192453,88446.3560455,1381532.08143,15920.3440882
"A_46_PEPE1",1768.927121,84908.5018037,33609.6152973,17689.2712091,3537.854242,0,369705.76827,79601.720441,67219.2305946,15920.3440882,3537.854242,891539.268939,178661.639212,1275396.45418,15920.3440882
"A_47_PEPE1",10613.5627255,429849.290381,76063.8661992,49529.9593855,24764.9796928,0,279490.485104,281259.412225,56605.6678692,24764.9796928,26533.9068137,240574.088444,3537.854242,1515970.54262,19458.19833
"A_48_PEPE1",10613.5627255,297179.756313,28302.8339346,15920.3440882,8844.635605,0,313100.100401,139745.242552,61912.4492319,24764.9796928,24764.9796928,553674.188845,14151.4169673,1519508.39686,17689.2712091
"A_49_PEPE1",10613.5627255,228191.598598,28302.8339346,14151.4169673,5306.781363,0,334327.225852,141514.169673,72526.0119574,24764.9796928,24764.9796928,530678.136273,56605.6678692,1544273.37656,19458.19833
"A_50_PEPE1",10613.5627255,226422.671477,35378.5424182,14151.4169673,7075.708484,0,332558.298731,114980.262859,47761.0322646,24764.9796928,24764.9796928,659809.8161,56605.6678692,1452289.16627,14151.4169673
"A_51_PEPE1",10613.5627255,352016.497061,54836.7407482,31840.6881764,14151.4169673,0,302486.537676,222884.817235,67219.2305946,24764.9796928,26533.9068137,367936.841149,10613.5627255,1530121.95959,19458.19833
"A_52_PEPE1",10613.5627255,527140.282031,83139.5746828,63681.3763528,33609.6152973,0,256494.432532,260032.286774,56605.6678692,24764.9796928,17689.2712091,233498.37996,0,1431062.04082,17689.2712091
"A_53_PEPE1",10613.5627255,534215.990515,84908.5018037,63681.3763528,33609.6152973,0,258263.359653,258263.359653,56605.6678692,24764.9796928,17689.2712091,224653.744356,0,1427524.18658,17689.2712091
"A_54_PEPE1",10613.5627255,640351.61777,91984.2102874,76063.8661992,35378.5424182,0,260032.286774,226422.671477,47761.0322646,24764.9796928,10613.5627255,254725.505411,0,1330233.19493,17689.2712091
"A_55_PEPE1",10613.5627255,465227.8328,72526.0119574,49529.9593855,28302.8339346,0,279490.485104,258263.359653,61912.4492319,24764.9796928,22996.0525718,272414.77662,0,1468209.51036,17689.2712091
