FID_multir,esrignss_l,esrignss_1,Habitat,Tree,distance,ORIG_FID,Buff_Names,FID_nny_nh,ComID,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,FType,FCode,Shape_Leng,Shape_Le_1,Shape_Area
3,44.44093078450,-75.07257541830,Deciduous,Sugar maple,3.52300000000,3,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
4,44.43878757220,-75.07202167390,Deciduous,Juneberry,3.52300000000,4,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
5,44.44034226410,-75.07367510420,Deciduous,,3.52300000000,5,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
14,44.42558274720,-75.10409752690,Deciduous,Sugar Maple,3.52300000000,14,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
15,44.43879955910,-75.07201029390,Deciduous,Juneberry,3.52300000000,15,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
16,44.44020994750,-75.07366055010,Deciduous,Yellow birch,3.52300000000,16,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
17,44.42466295600,-75.10299293150,Deciduous,Black ash,3.52300000000,17,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
18,44.42395043080,-75.10330530910,Deciduous,Sugar maple,3.52300000000,18,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
19,44.44092514460,-75.07257740550,Deciduous,Sugar maple,3.52300000000,19,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
34,44.41598915630,-75.07160635320,Mixed,Cat scratch,3.52300000000,34,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
35,44.41426310130,-75.06637775300,Deciduous,Red maple,3.52300000000,35,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,184.79179469900,1472.86428170000
56,44.44025583400,-75.07361533620,Deciduous,Sugar maple,3.52300000000,56,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
57,0.00000000000,0.00000000000,Deciduous,Sugar maple,3.52300000000,57,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
58,44.43876746480,-75.07202207650,Deciduous,Juneberry,3.52300000000,58,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
65,44.41868831060,-75.07125604550,Deciduous,Basswood,3.52300000000,65,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
66,44.42121929610,-75.06791698820,Deciduous,Beech,3.52300000000,66,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
79,44.42627573230,-75.10196584970,Oldfield,Interesting old field opening,3.52300000000,79,pepe max,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
89,44.44093078450,-75.07257541830,Deciduous,Sugar maple,1.38200000000,3,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
90,44.43878757220,-75.07202167390,Deciduous,Juneberry,1.38200000000,4,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
91,44.44034226410,-75.07367510420,Deciduous,,1.38200000000,5,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
101,44.43879955910,-75.07201029390,Deciduous,Juneberry,1.38200000000,15,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
102,44.44020994750,-75.07366055010,Deciduous,Yellow birch,1.38200000000,16,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
105,44.44092514460,-75.07257740550,Deciduous,Sugar maple,1.38200000000,19,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
142,44.44025583400,-75.07361533620,Deciduous,Sugar maple,1.38200000000,56,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
143,0.00000000000,0.00000000000,Deciduous,Sugar maple,1.38200000000,57,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
144,44.43876746480,-75.07202207650,Deciduous,Juneberry,1.38200000000,58,pepe min,284,132859875,3/11/2005,2,,,0.00200000000,0.00000000000,431,43100,0.00263743127,247.43032904200,2321.97688701000
1,44.58649600190,-75.13796344240,Deciduous,Silver maple,3.52300000000,1,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
2,44.58636193710,-75.13969944150,,,3.52300000000,2,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
23,44.58656520780,-75.13797004730,Deciduous,Black ash,3.52300000000,23,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
24,44.58636685230,-75.13967654950,Deciduous,Black ash,3.52300000000,24,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
38,0.00000000000,0.00000000000,Deciduous,Beech?,3.52300000000,38,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
39,44.58660425070,-75.13513526790,Other,Aspen,3.52300000000,39,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,26.88908485540,17.35896332230
41,44.58523412240,-75.13551538350,Deciduous,Beech,3.52300000000,41,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
42,44.58362657010,-75.13783552980,Evergreen,Hemlock,3.52300000000,42,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
43,44.58404756300,-75.13902815970,Other,,3.52300000000,43,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
44,44.58325827700,-75.13975391680,Evergreen,,3.52300000000,44,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
45,44.58301844800,-75.14086813790,Other,Sugar Maple,3.52300000000,45,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
46,44.58302797320,-75.13591183930,Evergreen,,3.52300000000,46,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
47,44.58415298430,-75.14852186270,Other,Cherry,3.52300000000,47,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
48,44.58422642970,-75.14468004700,Deciduous,,3.52300000000,48,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
49,44.58301699440,-75.14469244180,Other,Cherry,3.52300000000,49,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
50,44.58359071690,-75.14245502240,Other,White Pine,3.52300000000,50,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
51,44.58383552700,-75.14704252400,Deciduous,,3.52300000000,51,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
52,44.58545728760,-75.14831077780,Deciduous,Red maple,3.52300000000,52,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
53,44.58551557810,-75.14842513820,Deciduous,White ash,3.52300000000,53,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
54,44.58665928830,-75.14824589760,Mixed,Hackberry,3.52300000000,54,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
55,44.58497274590,-75.14787524510,Other,,3.52300000000,55,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
71,44.58647810480,-75.13802592170,Deciduous,Red maple,3.52300000000,71,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
72,44.58636897780,-75.13969073110,Deciduous,Black ash,3.52300000000,72,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
73,44.58663326080,-75.14825170130,Evergreen,Hackberry,3.52300000000,73,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
74,44.58611715710,-75.14874195310,Deciduous,White ash,3.52300000000,74,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
77,44.58638972840,-75.13972616950,,,3.52300000000,77,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
80,44.58408826850,-75.13597643530,Mixed,Red maple,3.52300000000,80,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
81,44.58349765750,-75.13754532680,Evergreen,Hemlock,3.52300000000,81,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
82,44.58372887230,-75.14129606080,Evergreen,Black cherry,3.52300000000,82,pepe max,292,132859826,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00147230399,142.59951159300,1231.61689616000
57,0.00000000000,0.00000000000,Deciduous,Sugar maple,3.52300000000,57,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
143,0.00000000000,0.00000000000,Deciduous,Sugar maple,1.38200000000,57,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
19,44.44092514460,-75.07257740550,Deciduous,Sugar maple,3.52300000000,19,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
105,44.44092514460,-75.07257740550,Deciduous,Sugar maple,1.38200000000,19,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
3,44.44093078450,-75.07257541830,Deciduous,Sugar maple,3.52300000000,3,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
89,44.44093078450,-75.07257541830,Deciduous,Sugar maple,1.38200000000,3,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
16,44.44020994750,-75.07366055010,Deciduous,Yellow birch,3.52300000000,16,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
102,44.44020994750,-75.07366055010,Deciduous,Yellow birch,1.38200000000,16,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
56,44.44025583400,-75.07361533620,Deciduous,Sugar maple,3.52300000000,56,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
142,44.44025583400,-75.07361533620,Deciduous,Sugar maple,1.38200000000,56,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
91,44.44034226410,-75.07367510420,Deciduous,,1.38200000000,5,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
5,44.44034226410,-75.07367510420,Deciduous,,3.52300000000,5,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
187,44.43879955910,-75.07201029390,Deciduous,Juneberry,0.69100000000,15,erdo M max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
58,44.43876746480,-75.07202207650,Deciduous,Juneberry,3.52300000000,58,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
230,44.43876746480,-75.07202207650,Deciduous,Juneberry,0.69100000000,58,erdo M max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
144,44.43876746480,-75.07202207650,Deciduous,Juneberry,1.38200000000,58,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
176,44.43878757220,-75.07202167390,Deciduous,Juneberry,0.69100000000,4,erdo M max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
4,44.43878757220,-75.07202167390,Deciduous,Juneberry,3.52300000000,4,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
90,44.43878757220,-75.07202167390,Deciduous,Juneberry,1.38200000000,4,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
101,44.43879955910,-75.07201029390,Deciduous,Juneberry,1.38200000000,15,pepe min,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
15,44.43879955910,-75.07201029390,Deciduous,Juneberry,3.52300000000,15,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
35,44.41426310130,-75.06637775300,Deciduous,Red maple,3.52300000000,35,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
34,44.41598915630,-75.07160635320,Mixed,Cat scratch,3.52300000000,34,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
65,44.41868831060,-75.07125604550,Deciduous,Basswood,3.52300000000,65,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
66,44.42121929610,-75.06791698820,Deciduous,Beech,3.52300000000,66,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,973.10620131900,10000.77616650000
17,44.42466295600,-75.10299293150,Deciduous,Black ash,3.52300000000,17,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,83.56013276790,343.14493483600
79,44.42627573230,-75.10196584970,Oldfield,Interesting old field opening,3.52300000000,79,pepe max,658,132859870,3/11/2005,2,,,0.01000000000,0.00000000000,431,43100,0.01142652804,498.21758481600,4731.28072196000
36,44.49179894020,-75.08463144080,Deciduous,Red maple,3.52300000000,36,pepe max,666,132858616,3/11/2005,2,,,0.07900000000,0.00000000000,460,46006,0.09422203471,5269.58043720000,42676.22664180000
37,44.49383342170,-75.08290919100,Deciduous,Sugar maple,3.52300000000,37,pepe max,666,132858616,3/11/2005,2,,,0.07900000000,0.00000000000,460,46006,0.09422203471,5350.57425680000,43375.85674980000
41,44.58523412240,-75.13551538350,Deciduous,Beech,3.52300000000,41,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
22,44.58563953820,-75.13487741990,Deciduous,American beech,3.52300000000,22,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,138.42811713300,895.73924439800
1,44.58649600190,-75.13796344240,Deciduous,Silver maple,3.52300000000,1,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
39,44.58660425070,-75.13513526790,Other,Aspen,3.52300000000,39,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
24,44.58636685230,-75.13967654950,Deciduous,Black ash,3.52300000000,24,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
38,0.00000000000,0.00000000000,Deciduous,Beech?,3.52300000000,38,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
71,44.58647810480,-75.13802592170,Deciduous,Red maple,3.52300000000,71,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
23,44.58656520780,-75.13797004730,Deciduous,Black ash,3.52300000000,23,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
44,44.58325827700,-75.13975391680,Evergreen,,3.52300000000,44,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
81,44.58349765750,-75.13754532680,Evergreen,Hemlock,3.52300000000,81,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
43,44.58404756300,-75.13902815970,Other,,3.52300000000,43,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
42,44.58362657010,-75.13783552980,Evergreen,Hemlock,3.52300000000,42,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
2,44.58636193710,-75.13969944150,,,3.52300000000,2,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
72,44.58636897780,-75.13969073110,Deciduous,Black ash,3.52300000000,72,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
77,44.58638972840,-75.13972616950,,,3.52300000000,77,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
46,44.58302797320,-75.13591183930,Evergreen,,3.52300000000,46,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
80,44.58408826850,-75.13597643530,Mixed,Red maple,3.52300000000,80,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
50,44.58359071690,-75.14245502240,Other,White Pine,3.52300000000,50,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
45,44.58301844800,-75.14086813790,Other,Sugar Maple,3.52300000000,45,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
82,44.58372887230,-75.14129606080,Evergreen,Black cherry,3.52300000000,82,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
52,44.58545728760,-75.14831077780,Deciduous,Red maple,3.52300000000,52,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
73,44.58663326080,-75.14825170130,Evergreen,Hackberry,3.52300000000,73,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
54,44.58665928830,-75.14824589760,Mixed,Hackberry,3.52300000000,54,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
55,44.58497274590,-75.14787524510,Other,,3.52300000000,55,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
51,44.58383552700,-75.14704252400,Deciduous,,3.52300000000,51,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
49,44.58301699440,-75.14469244180,Other,Cherry,3.52300000000,49,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
48,44.58422642970,-75.14468004700,Deciduous,,3.52300000000,48,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
47,44.58415298430,-75.14852186270,Other,Cherry,3.52300000000,47,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
53,44.58551557810,-75.14842513820,Deciduous,White ash,3.52300000000,53,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
74,44.58611715710,-75.14874195310,Deciduous,White ash,3.52300000000,74,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,140.57198314100,919.79120976500
40,44.58541754210,-75.13446258230,Deciduous,Cherry,3.52300000000,40,pepe max,674,132859828,3/11/2005,2,,,0.00100000000,0.00000000000,431,43100,0.00149147918,59.94431500710,200.95589211200
13,44.36050405420,-75.09615732800,Evergreen,White pine,3.52300000000,13,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,11297.99325890000,126122.26471300000
25,44.36053514540,-75.09614695700,Evergreen,White pine,3.52300000000,25,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,11302.66548900000,126176.12618700000
26,44.36020573320,-75.09429211390,Evergreen,Red pine,3.52300000000,26,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,12357.29383430000,136069.41913400000
27,44.35964331530,-75.09530551390,Evergreen,White pine,3.52300000000,27,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,11507.54799160000,128272.78617400000
32,44.40598739010,-75.06860929130,Mixed,Red maple,3.52300000000,32,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,24144.51460950000,382376.51980900000
33,44.40957502140,-75.06682967190,Mixed,Red maple,3.52300000000,33,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,25827.38714670000,391456.64829100000
59,44.36050252370,-75.09619480370,Evergreen,Red Pine,3.52300000000,59,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,11283.37034620000,125999.47940900000
60,44.36020461970,-75.09426764960,Deciduous,Red Pine,3.52300000000,60,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,12372.95372930000,136246.97834300000
61,44.35960129190,-75.09532525570,Evergreen,White pine,3.52300000000,61,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,11498.22845180000,128165.41075700000
62,44.41023945300,-75.06947142920,Deciduous,Yellow birch,3.52300000000,62,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,26091.60978640000,397177.14585700000
63,44.40619789690,-75.06754146830,Mixed,White pine,3.52300000000,63,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,23966.93995750000,379853.12280600000
64,44.41025101640,-75.06947416820,Deciduous,Yellow birch,3.52300000000,64,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,26094.48351020000,397248.09321600000
104,44.42395043080,-75.10330530910,Deciduous,Sugar maple,1.38200000000,18,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,7493.19370844000,105676.96744000000
108,44.58563953820,-75.13487741990,Deciduous,American beech,1.38200000000,22,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,10403.37684880000,86454.27226490000
109,44.58656520780,-75.13797004730,Deciduous,Black ash,1.38200000000,23,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,10666.66908310000,91960.57732530000
110,44.58636685230,-75.13967654950,Deciduous,Black ash,1.38200000000,24,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,10763.15192470000,94346.56636280000
118,44.40598739010,-75.06860929130,Mixed,Red maple,1.38200000000,32,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,7217.74305249000,117818.80087200000
83,0.00000000000,0.00000000000,,,3.52300000000,83,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,16376.11466100000,214617.62435100000
84,44.33710463300,-75.03455717570,Evergreen,Spruce,3.52300000000,84,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,16287.73348530000,213438.31084400000
85,44.33242115580,-75.04837095430,Deciduous,Sugar maple,3.52300000000,85,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,14634.93761820000,190347.57064100000
86,44.37953274170,-75.08007766820,Deciduous,American beach,3.52300000000,86,pepe max,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,27859.00703430000,313468.62929900000
87,44.58649600190,-75.13796344240,Deciduous,Silver maple,1.38200000000,1,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,10714.47634460000,92313.42098930000
88,44.58636193710,-75.13969944150,,,1.38200000000,2,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,10756.27309900000,94342.96355930000
100,44.42558274720,-75.10409752690,Deciduous,Sugar Maple,1.38200000000,14,pepe min,851,150522746,8/30/2006,2,,,11.45500000000,0.00000000000,460,46006,5.70045787441,7442.29217873000,103138.11152100000
